time,flux
3.6612,1.007732
3.6812,1.009287
3.7012,1.008823
3.7212,1.009924
3.7412,1.007577
3.7613,1.009813
3.7813,1.009816
3.8013,1.007688
3.8213,1.009974
3.8413,1.009878
3.8613,1.008994
3.8813,1.010749
3.9013,1.010246
3.9213,1.008682
3.9413,1.008347
3.9613,1.009112
3.9813,1.010268
4.0013,1.008689
4.0213,1.007188
4.0413,1.010501
4.0614,1.009265
4.0814,1.009638
4.1014,1.008681
4.1214,1.009267
4.1414,1.008851
4.1614,1.010709
4.1814,1.009279
4.2014,1.00903
4.2214,1.010783
4.2414,1.010388
4.2614,1.009469
4.2814,1.010474
4.3014,1.009939
4.3214,1.009772
4.3414,1.010104
4.3615,1.009469
4.3815,1.010475
4.4015,1.009774
4.4215,1.008762
4.4415,1.009276
4.4615,1.00954
4.4815,1.01073
4.5015,1.009788
4.5215,1.011333
4.5415,1.009913
4.5615,1.009543
4.5815,1.010215
4.6015,1.010792
4.6215,1.008164
4.6415,1.008513
4.6616,1.009836
4.6816,1.008682
4.7016,1.009519
4.7216,1.009895
4.7416,1.012616
4.7616,1.010847
4.7816,1.009219
4.8016,0.750566
4.8216,0.74931
4.8416,0.750537
4.8616,0.750012
4.8816,0.749902
4.9016,0.750194
4.9216,0.7503
4.9416,0.750264
4.9617,0.750737
4.9817,0.749909
5.0017,0.750423
5.0217,0.750405
5.0417,0.750034
5.0617,0.749337
5.0817,0.749596
5.1017,0.750451
5.1217,0.750705
5.1417,0.750741
5.1617,0.749238
5.1817,0.748908
5.2017,1.008573
5.2217,1.009445
5.2417,1.010162
5.2618,1.009714
5.2818,1.010272
5.3018,1.008294
5.3218,1.009961
5.3418,1.009832
5.3618,1.010028
5.3818,1.009463
5.4018,1.010005
5.4218,1.008898
5.4418,1.009924
5.4618,1.010267
5.4818,1.009752
5.5018,1.010562
5.5218,1.010733
5.5418,1.011588
5.5619,1.01038
5.5819,1.012151
5.6019,1.008356
5.6219,1.010265
5.6419,1.009634
5.6619,1.009315
5.6819,1.011379
5.7019,1.009445
5.7219,1.00953
5.7419,1.00942
5.7619,1.010026
5.7819,1.008204
5.8019,1.010107
5.8219,1.010329
5.8419,1.010698
5.862,1.009948
5.882,1.009209
5.902,1.009883
5.922,1.009518
5.942,1.008553
5.962,1.009915
5.982,1.009056
6.002,1.008118
6.022,1.009721
6.042,1.007692
6.062,1.008246
6.082,1.009569
6.102,1.010359
6.122,1.008515
6.142,1.008318
6.1621,1.009552
6.1821,1.011562
6.2021,1.010383
6.2221,1.010681
6.2421,1.009434
6.2621,1.009265
6.2821,1.007922
6.3021,1.00822
6.3221,1.00956
6.3421,1.010456
6.3621,1.009361
6.3821,1.009659
6.4021,1.007636
6.4221,1.0097
6.4421,1.010428
6.4622,1.00907
6.4822,1.008507
6.5022,1.009055
6.5222,1.008634
6.5422,1.008368
6.5622,1.008228
6.5822,1.008687
6.6022,1.008671
6.6222,1.009843
6.6422,1.009421
6.6622,1.007428
6.6822,1.008907
6.7022,1.007537
6.7222,1.008998
6.7422,1.010814
6.7623,1.008786
6.7823,1.00949
6.8023,1.007719
6.8223,1.008663
6.8423,1.007789
6.8623,1.007982
6.8823,1.010284
6.9023,1.007339
6.9223,1.008001
6.9423,1.008576
6.9623,1.008658
6.9823,1.006412
7.0023,1.008193
7.0223,1.00844
7.0423,1.008625
7.0624,1.007833
7.0824,1.008612
7.1024,1.007925
7.1224,1.008304
7.1424,1.007827
7.1624,1.008021
7.1824,1.006607
7.2024,1.009509
7.2224,1.008572
7.2424,1.006041
7.2624,1.007961
7.2824,1.006999
7.3024,1.007669
7.3224,1.007525
7.3424,1.005233
7.3625,1.008334
7.3825,1.005832
7.4025,1.009331
7.4225,1.006605
7.4425,1.006722
7.4625,1.004785
7.4825,1.00664
7.5025,1.006783
7.5225,1.007657
7.5425,1.006056
7.5625,1.005775
7.5825,1.007724
7.6025,1.007806
7.6225,1.006757
7.6425,1.007169
7.6626,1.00673
7.6826,1.006044
7.7026,1.006469
7.7226,1.007121
7.7426,1.005816
7.7626,1.00703
7.7826,1.00567
7.8026,1.004899
7.8226,1.006842
7.8426,1.007122
7.8626,1.00765
7.8826,1.00632
7.9026,1.006497
7.9226,1.005244
7.9426,1.007165
7.9627,1.006162
7.9827,1.007003
8.0027,1.00603
8.0227,1.00547
8.0427,1.005141
8.0627,1.006219
8.0827,1.00692
8.1027,1.003999
8.1227,1.006063
8.1427,1.006115
8.1627,1.006768
8.1827,1.004803
8.2027,1.00666
8.2227,1.004659
8.2427,1.005862
8.2628,1.005204
8.2828,1.006672
8.3028,1.00521
8.3228,1.003144
8.3428,1.004688
8.3628,1.006453
8.3828,1.004059
8.4028,1.003151
8.4228,1.005308
8.4428,1.006047
8.4628,1.00372
8.4828,1.005382
8.5028,1.004186
8.5228,1.00493
8.5428,1.004049
8.5629,1.003357
8.5829,1.005434
8.6029,1.005275
8.6229,1.003843
8.6429,1.002441
8.6629,1.001956
8.6829,1.003457
8.7029,1.004547
8.7229,1.001775
8.7429,1.004321
8.7629,1.003562
8.7829,1.002391
8.8029,1.003618
8.8229,1.003142
8.8429,1.004203
8.863,1.0032
8.883,1.004884
8.903,1.004288
8.923,1.001954
8.943,1.002994
8.963,1.00408
8.983,1.003669
9.003,1.003116
9.023,1.002815
9.043,1.002215
9.063,1.003334
9.083,1.004473
9.103,1.002722
9.123,1.004677
9.143,1.00214
9.1631,1.003015
9.1831,1.000484
9.2031,1.002298
9.2231,1.001103
9.2431,1.002035
9.2631,1.002675
9.2831,1.001577
9.3031,1.002616
9.3231,1.002681
9.3431,1.00276
9.3631,1.001593
9.3831,1.002216
9.4031,1.002369
9.4231,1.003398
9.4431,1.002192
9.4632,1.000659
9.4832,1.001351
9.5032,1.002619
9.5232,0.999653
9.5432,1.001619
9.5632,1.002142
9.5832,1.000679
9.6032,1.00147
9.6232,1.000395
9.6432,1.000413
9.6632,1.000521
9.6832,1.002161
9.7032,0.99963
9.7232,1.000811
9.7432,1.00137
9.7633,0.999958
9.7833,1.000205
9.8033,0.741736
9.8233,0.741229
9.8433,0.740264
9.8633,0.741346
9.8833,0.740012
9.9033,0.739535
9.9233,0.739091
9.9433,0.740388
9.9633,0.739581
9.9833,0.739218
10.0033,0.741018
10.0233,0.739744
10.0433,0.739882
10.0634,0.740277
10.0834,0.740061
10.1034,0.739481
10.1234,0.741106
10.1434,0.740742
10.1634,0.739377
10.1834,0.738849
10.2034,0.999126
10.2234,0.998183
10.2434,1.000751
10.2634,0.998602
10.2834,0.998121
10.3034,0.999585
10.3234,0.999925
10.3434,0.998334
10.3635,0.999132
10.3835,0.997202
10.4035,0.999189
10.4235,0.999808
10.4435,0.99713
10.4635,0.998307
10.4835,0.996684
10.5035,0.99881
10.5235,0.998136
10.5435,0.998631
10.5635,0.997781
10.5835,0.998071
10.6035,0.997953
10.6235,0.9982
10.6435,0.998304
10.6636,0.998585
10.6836,0.9993
10.7036,0.997723
10.7236,0.997585
10.7436,0.998618
10.7636,0.997801
10.7836,0.998498
10.8036,0.997539
10.8236,0.998108
10.8436,0.997552
10.8636,0.998999
10.8836,0.997346
10.9036,0.998325
10.9236,0.997472
10.9436,0.996883
10.9637,0.994748
10.9837,0.996993
11.0037,0.998495
11.0237,0.998579
11.0437,0.996323
11.0637,0.996963
11.0837,0.998543
11.1037,0.997158
11.1237,0.997632
11.1437,0.994728
11.1637,0.996571
11.1837,0.994524
11.2037,0.995753
11.2237,0.994669
11.2437,0.996893
11.2638,0.996551
11.2838,0.995696
11.3038,0.993819
11.3238,0.998623
11.3438,0.995437
11.3638,0.996229
11.3838,0.995789
11.4038,0.996978
11.4238,0.995391
11.4438,0.996429
11.4638,0.996275
11.4838,0.996158
11.5038,0.995575
11.5238,0.996465
11.5438,0.996248
11.5639,0.994423
11.5839,0.99493
11.6039,0.994622
11.6239,0.994695
11.6439,0.995439
11.6639,0.995847
11.6839,0.995903
11.7039,0.994371
11.7239,0.994269
11.7439,0.995027
11.7639,0.995416
11.7839,0.994956
11.8039,0.994194
11.8239,0.994208
11.8439,0.995855
11.864,0.994431
11.884,0.99502
11.904,0.994299
11.924,0.995293
11.944,0.995986
11.964,0.993805
11.984,0.99416
12.004,0.992186
12.024,0.993277
12.044,0.994423
12.064,0.99509
12.084,0.993726
12.104,0.994407
12.124,0.993691
12.144,0.993831
12.1641,0.994083
12.1841,0.992294
12.2041,0.99374
12.2241,0.993764
12.2441,0.994239
12.2641,0.993602
12.2841,0.994161
12.3041,0.99407
12.3241,0.993149
12.3441,0.992769
12.3641,0.995057
12.3841,0.9929
12.4041,0.992587
12.4241,0.993108
12.4441,0.993713
12.4642,0.99382
12.4842,0.993007
12.5042,0.995077
12.5242,0.992064
12.5442,0.992412
12.5642,0.99258
12.5842,0.993343
12.6042,0.993786
12.6242,0.990984
12.6442,0.993062
12.6642,0.9927
12.6842,0.991637
12.7042,0.993789
12.7242,0.992209
12.7442,0.993532
12.7643,0.993017
12.7843,0.993036
12.8043,0.992925
12.8243,0.992437
12.8443,0.991746
12.8643,0.991561
12.8843,0.992531
12.9043,0.992872
12.9243,0.993537
12.9443,0.992145
12.9643,0.991892
12.9843,0.992886
13.0043,0.993343
13.0243,0.991168
13.0443,0.99267
13.0644,0.991576
13.0844,0.990636
13.1044,0.990082
13.1244,0.990858
13.1444,0.990587
13.1644,0.991581
13.1844,0.990914
13.2044,0.990153
13.2244,0.991198
13.2444,0.991604
13.2644,0.992114
13.2844,0.992364
13.3044,0.991546
13.3244,0.991218
13.3444,0.990708
13.3645,0.993068
13.3845,0.990423
13.4045,0.991225
13.4245,0.991156
13.4445,0.99111
13.4645,0.990868
13.4845,0.990387
13.5045,0.989861
13.5245,0.990099
13.5445,0.990661
13.5645,0.990464
13.5845,0.993412
13.6045,0.991019
13.6245,0.989526
13.6445,0.989325
13.6646,0.991741
13.6846,0.990531
13.7046,0.990791
13.7246,0.990599
13.7446,0.990384
13.7646,0.990992
13.7846,0.992539
13.8046,0.990713
13.8246,0.990615
13.8446,0.990125
13.8646,0.989471
13.8846,0.990012
13.9046,0.988141
13.9246,0.98968
13.9446,0.991321
13.9647,0.991734
13.9847,0.990221
14.0047,0.990905
14.0247,0.991647
14.0447,0.99167
14.0647,0.992131
14.0847,0.989291
14.1047,0.989727
14.1247,0.990624
14.1447,0.991822
14.1647,0.990832
14.1847,0.989543
14.2047,0.989414
14.2247,0.991296
14.2447,0.992103
14.2648,0.991006
14.2848,0.990922
14.3048,0.990284
14.3248,0.991196
14.3448,0.989463
14.3648,0.991533
14.3848,0.99015
14.4048,0.990257
14.4248,0.991023
14.4448,0.990843
14.4648,0.990685
14.4848,0.989488
14.5048,0.989513
14.5248,0.989308
14.5448,0.990424
14.5649,0.990224
14.5849,0.989792
14.6049,0.990158
14.6249,0.990074
14.6449,0.98988
14.6649,0.989296
14.6849,0.989726
14.7049,0.990537
14.7249,0.990003
14.7449,0.989318
14.7649,0.989132
14.7849,0.989236
14.8049,0.729235
14.8249,0.730352
14.8449,0.731657
14.865,0.728801
14.885,0.72957
14.905,0.729841
14.925,0.730091
14.945,0.730165
14.965,0.729318
14.985,0.731634
15.005,0.729321
15.025,0.729826
15.045,0.729854
15.065,0.729827
15.085,0.73132
15.105,0.729964
15.125,0.731122
15.145,0.72917
15.1651,0.729808
15.1851,0.730139
15.2051,0.990533
15.2251,0.987522
15.2451,0.989626
15.2651,0.988839
15.2851,0.988525
15.3051,0.988787
15.3251,0.990291
15.3451,0.990064
15.3651,0.989063
15.3851,0.989645
15.4051,0.989822
15.4251,0.990675
15.4451,0.988006
15.4652,0.990489
15.4852,0.991583
15.5052,0.989047
15.5252,0.988717
15.5452,0.990735
15.5652,0.990523
15.5852,0.989511
15.6052,0.988328
15.6252,0.991679
15.6452,0.991771
15.6652,0.990591
15.6852,0.989725
15.7052,0.988336
15.7252,0.989375
15.7452,0.991116
15.7653,0.991123
15.7853,0.989785
15.8053,0.991158
15.8253,0.989734
15.8453,0.990224
15.8653,0.991108
15.8853,0.991106
15.9053,0.990574
15.9253,0.988775
15.9453,0.991994
15.9653,0.990353
15.9853,0.989664
16.0053,0.991225
16.0253,0.990801
16.0453,0.990476
16.0654,0.989873
16.0854,0.991338
16.1054,0.990427
16.1254,0.990745
16.1454,0.98922
16.1654,0.989795
16.1854,0.990177
16.2054,0.990241
16.2254,0.989707
16.2454,0.99158
16.2654,0.991021
16.2854,0.992112
16.3054,0.993057
16.3254,0.992071
16.3454,0.992462
16.3655,0.990941
16.3855,0.990791
16.4055,0.991148
16.4255,0.991784
16.4455,0.989033
16.4655,0.989411
16.4855,0.992414
16.5055,0.992389
16.5255,0.990024
16.5455,0.991933
16.5655,0.992106
16.5855,0.990624
16.6055,0.990517
16.6255,0.991839
16.6455,0.991662
16.6656,0.99216
16.6856,0.992095
16.7056,0.990928
16.7256,0.991715
16.7456,0.992017
16.7656,0.992393
16.7856,0.991775
16.8056,0.991076
16.8256,0.991025
16.8456,0.991737
16.8656,0.992906
16.8856,0.99141
16.9056,0.990935
16.9256,0.991348
16.9456,0.991815
16.9657,0.992633
16.9857,0.992683
17.0057,0.990777
17.0257,0.992036
17.0457,0.993007
17.0657,0.992135
17.0857,0.991761
17.1057,0.991924
17.1257,0.992001
17.1457,0.992208
17.1657,0.991694
17.1857,0.992262
17.2057,0.993968
17.2257,0.991855
17.2457,0.991809
17.2658,0.993436
17.2858,0.992162
17.3058,0.991493
17.3258,0.991083
17.3458,0.992098
17.3658,0.991784
17.3858,0.992199
17.4058,0.991373
17.4258,0.993319
17.4458,0.992004
17.4658,0.992896
17.4858,0.993224
17.5058,0.992912
17.5258,0.992311
17.5458,0.993663
17.5659,0.990394
17.5859,0.99506
17.6059,0.992541
17.6259,0.993662
17.6459,0.992936
17.6659,0.994523
17.6859,0.994477
17.7059,0.994854
17.7259,0.992543
17.7459,0.994082
17.7659,0.993009
17.7859,0.994706
17.8059,0.993746
17.8259,0.993717
17.8459,0.994925
17.866,0.993638
17.886,0.995183
17.906,0.993018
17.926,0.995145
17.946,0.993959
17.966,0.992925
17.986,0.992118
18.006,0.994849
18.026,0.993494
18.046,0.994662
18.066,0.993981
18.086,0.99345
18.106,0.994934
18.126,0.993585
18.146,0.994738
18.1661,0.994215
18.1861,0.994136
18.2061,0.993493
18.2261,0.994713
18.2461,0.993812
18.2661,0.995201
18.2861,0.99365
18.3061,0.99504
18.3261,0.994486
18.3461,0.996813
18.3661,0.995194
18.3861,0.995143
18.4061,0.996932
18.4261,0.995592
18.4461,0.996113
18.4662,0.995172
18.4862,0.996382
18.5062,0.996312
18.5262,0.996676
18.5462,0.995203
18.5662,0.9958
18.5862,0.996904
18.6062,0.996186
18.6262,0.995152
18.6462,0.996361
18.6662,0.995587
18.6862,0.997729
18.7062,0.995709
18.7262,0.995843
18.7462,0.994996
18.7663,0.996932
18.7863,0.99705
18.8063,0.996814
18.8263,0.996837
18.8463,0.995485
18.8663,0.994491
18.8863,0.99604
18.9063,0.997147
18.9263,0.996313
18.9463,0.99773
18.9663,0.996411
18.9863,0.997049
19.0063,0.996111
19.0263,0.997361
19.0463,0.996361
19.0664,0.997187
19.0864,0.997464
19.1064,0.997145
19.1264,0.997396
19.1464,0.996871
19.1664,0.997987
19.1864,0.997642
19.2064,0.996975
19.2264,0.997177
19.2464,0.997424
19.2664,0.997346
19.2864,0.999562
19.3064,0.999145
19.3264,0.998225
19.3464,0.999591
19.3665,0.99813
19.3865,0.998108
19.4065,0.996542
19.4265,0.997919
19.4465,0.997
19.4665,1.000346
19.4865,0.998253
19.5065,0.997867
19.5265,0.996873
19.5465,0.998445
19.5665,0.999298
19.5865,0.999152
19.6065,0.998763
19.6265,0.998976
19.6465,1.00068
19.6666,0.998679
19.6866,0.99892
19.7066,0.999055
19.7266,0.998238
19.7466,1.000137
19.7666,0.999222
19.7866,0.999176
19.8066,0.738476
19.8266,0.73921
19.8466,0.738911
19.8666,0.739342
19.8866,0.740203
19.9066,0.739803
19.9266,0.738708
19.9466,0.740134
19.9667,0.740085
19.9867,0.739163
20.0067,0.740133
20.0267,0.738963
20.0467,0.740277
20.0667,0.740142
20.0867,0.742535
20.1067,0.73949
20.1267,0.739209
20.1467,0.740537
20.1667,0.73981
20.1867,0.739899
20.2067,1.000288
20.2267,1.000226
20.2467,1.001323
20.2668,1.000372
20.2868,0.999976
20.3068,1.002036
20.3268,0.999782
20.3468,0.998667
20.3668,1.001329
20.3868,1.001246
20.4068,1.001363
20.4268,1.002996
20.4468,1.001569
20.4668,1.001921
20.4868,1.000954
20.5068,1.001513
20.5268,1.002165
20.5468,1.000299
20.5669,1.000106
20.5869,1.000734
20.6069,1.001559
20.6269,1.001545
20.6469,1.002323
20.6669,1.001777
20.6869,1.001923
20.7069,1.001151
20.7269,1.001372
20.7469,1.002356
20.7669,1.003399
20.7869,1.004528
20.8069,1.003301
20.8269,1.00245
20.8469,1.002156
20.867,1.003215
20.887,1.003432
20.907,1.003863
20.927,1.00299
20.947,1.001925
20.967,1.00399
20.987,1.00272
21.007,1.004059
21.027,1.002165
21.047,1.001571
21.067,1.003162
21.087,1.002996
21.107,1.004037
21.127,1.003267
21.147,1.003627
21.1671,1.003654
21.1871,1.003589
21.2071,1.004298
21.2271,1.0044
21.2471,1.003079
21.2671,1.005941
21.2871,1.005287
21.3071,1.005212
21.3271,1.003402
21.3471,1.006073
21.3671,1.005879
21.3871,1.005816
21.4071,1.005143
21.4271,1.00495
21.4471,1.005252
21.4672,1.002399
21.4872,1.004306
21.5072,1.003074
21.5272,1.005589
21.5472,1.004206
21.5672,1.005718
21.5872,1.004797
21.6072,1.004387
21.6272,1.005662
21.6472,1.005368
21.6672,1.004664
21.6872,1.005246
21.7072,1.006058
21.7272,1.006609
21.7472,1.0052
21.7673,1.005446
21.7873,1.00471
21.8073,1.00548
21.8273,1.006521
21.8473,1.006181
21.8673,1.005239
21.8873,1.00562
21.9073,1.005989
21.9273,1.00642
21.9473,1.007778
21.9673,1.005512
21.9873,1.00407
22.0073,1.004912
22.0273,1.006134
22.0473,1.006783
22.0674,1.006199
22.0874,1.007022
22.1074,1.006103
22.1274,1.006999
22.1474,1.00696
22.1674,1.006224
22.1874,1.00609
22.2074,1.005565
22.2274,1.006373
22.2474,1.004689
22.2674,1.006036
22.2874,1.004713
22.3074,1.0068
22.3274,1.006784
22.3474,1.00662
22.3675,1.006659
22.3875,1.008585
22.4075,1.006774
22.4275,1.008208
22.4475,1.008164
22.4675,1.007016
22.4875,1.006398
22.5075,1.006823
22.5275,1.006223
22.5475,1.007326
22.5675,1.007987
22.5875,1.008332
22.6075,1.007484
22.6275,1.006862
22.6475,1.007789
22.6676,1.008124
22.6876,1.006888
22.7076,1.008614
22.7276,1.005934
22.7476,1.00715
22.7676,1.007553
22.7876,1.006442
22.8076,1.006624
22.8276,1.007135
22.8476,1.006829
22.8676,1.006672
22.8876,1.00883
22.9076,1.009678
22.9276,1.008008
22.9476,1.007856
22.9677,1.006925
22.9877,1.00827
23.0077,1.008611
23.0277,1.00863
23.0477,1.008192
23.0677,1.008621
23.0877,1.00818
23.1077,1.007576
23.1277,1.008231
23.1477,1.008493
23.1677,1.008281
23.1877,1.008395
23.2077,1.009847
23.2277,1.009519
23.2477,1.008846
23.2678,1.0083
23.2878,1.008733
23.3078,1.0088
23.3278,1.009289
23.3478,1.009324
23.3678,1.008908
23.3878,1.008502
23.4078,1.010595
23.4278,1.008195
23.4478,1.008595
23.4678,1.007894
23.4878,1.008299
23.5078,1.008456
23.5278,1.010068
23.5478,1.009421
23.5679,1.010052
23.5879,1.00865
23.6079,1.010667
23.6279,1.008413
23.6479,1.009861
23.6679,1.008709
23.6879,1.007698
23.7079,1.009323
23.7279,1.008759
23.7479,1.009228
23.7679,1.011759
23.7879,1.010958
23.8079,1.009515
23.8279,1.010762
23.8479,1.009429
23.868,1.009743
23.888,1.010581
23.908,1.009617
23.928,1.009408
23.948,1.010771
23.968,1.010577
23.988,1.009779
24.008,1.009614
24.028,1.009898
24.048,1.009294
24.068,1.007963
24.088,1.01002
24.108,1.008948
24.128,1.007718
24.148,1.010673
24.1681,1.0096
24.1881,1.009265
24.2081,1.009876
24.2281,1.010596
24.2481,1.008193
24.2681,1.009653
24.2881,1.009843
24.3081,1.009269
24.3281,1.010648
24.3481,1.010645
24.3681,1.011277
24.3881,1.008278
24.4081,1.010482
24.4281,1.009367
24.4481,1.011188
24.4682,1.00926
24.4882,1.009959
24.5082,1.011215
24.5282,1.010269
24.5482,1.010365
24.5682,1.00842
24.5882,1.010397
24.6082,1.00935
24.6282,1.010828
24.6482,1.010624
24.6682,1.010081
24.6882,1.010527
24.7082,1.008138
24.7282,1.009593
24.7482,1.009156
24.7683,1.011508
24.7883,1.010319
24.8083,0.750048
24.8283,0.749943
24.8483,0.751215
24.8683,0.750196
24.8883,0.748962
24.9083,0.749235
24.9283,0.750103
24.9483,0.751147
24.9683,0.749519
24.9883,0.748902
25.0083,0.751409
25.0283,0.749434
25.0483,0.749019
25.0684,0.749604
25.0884,0.749291
25.1084,0.748416
25.1284,0.749142
25.1484,0.749896
25.1684,0.74935
25.1884,0.748844
25.2084,1.011
25.2284,1.010907
25.2484,1.010384
25.2684,1.010223
25.2884,1.012413
25.3084,1.011408
25.3284,1.011405
25.3484,1.009947
25.3685,1.012104
25.3885,1.009436
25.4085,1.011171
25.4285,1.01117
25.4485,1.011088
25.4685,1.010094
25.4885,1.010198
25.5085,1.009892
25.5285,1.010417
25.5485,1.011147
25.5685,1.010563
25.5885,1.009953
25.6085,1.008993
25.6285,1.009615
25.6485,1.008517
25.6686,1.008233
25.6886,1.010197
25.7086,1.009816
25.7286,1.008926
25.7486,1.009492
25.7686,1.010755
25.7886,1.0112
25.8086,1.010097
25.8286,1.009665
25.8486,1.010325
25.8686,1.010261
25.8886,1.009739
25.9086,1.01156
25.9286,1.008543
25.9486,1.010705
25.9687,1.011132
25.9887,1.009787
26.0087,1.009497
26.0287,1.009468
26.0487,1.008014
26.0687,1.010203
26.0887,1.009504
26.1087,1.008058
26.1287,1.009917
26.1487,1.008319
26.1687,1.00995
26.1887,1.010304
26.2087,1.009454
26.2287,1.008432
26.2487,1.008941
26.2688,1.010292
26.2888,1.008315
26.3088,1.010353
26.3288,1.009416
26.3488,1.010032
26.3688,1.00831
26.3888,1.009968
26.4088,1.008952
26.4288,1.008987
26.4488,1.009933
26.4688,1.009144
26.4888,1.008421
26.5088,1.008823
26.5288,1.008377
26.5488,1.009218
26.5689,1.008994
26.5889,1.008508
26.6089,1.007574
26.6289,1.00821
26.6489,1.01191
26.6689,1.008376
26.6889,1.008968
26.7089,1.008074
26.7289,1.008898
26.7489,1.008035
26.7689,1.009522
26.7889,1.008065
26.8089,1.00719
26.8289,1.008683
26.8489,1.00781
26.869,1.009415
26.889,1.00879
26.909,1.007278
26.929,1.009671
26.949,1.008225
26.969,1.007476
26.989,1.007252
27.009,1.009511
27.029,1.010137
27.049,1.006938
27.069,1.006469
27.089,1.008019
27.109,1.007163
27.129,1.007172
27.149,1.008009
27.1691,1.007929
27.1891,1.008211
27.2091,1.006005
27.2291,1.00876
27.2491,1.00817
27.2691,1.007698
27.2891,1.009313
27.3091,1.007202
27.3291,1.006822
27.3491,1.005518
27.3691,1.006734
27.3891,1.007383
27.4091,1.007655
27.4291,1.007319
27.4491,1.007135
27.4692,1.007426
27.4892,1.006212
27.5092,1.009885
27.5292,1.007825
27.5492,1.006863
27.5692,1.005347
27.5892,1.007535
27.6092,1.007002
27.6292,1.00614
27.6492,1.006688
27.6692,1.006719
27.6892,1.00639
27.7092,1.007891
27.7292,1.005691
27.7492,1.006337
27.7693,1.005551
27.7893,1.007372
27.8093,1.005678
27.8293,1.006012
27.8493,1.006372
27.8693,1.00622
27.8893,1.006114
27.9093,1.0045
27.9293,1.005633
27.9493,1.006559
27.9693,1.00696
27.9893,1.006358
28.0093,1.005108
28.0293,1.006706
28.0493,1.006992
28.0694,1.007648
28.0894,1.004846
28.1094,1.00605
28.1294,1.004528
28.1494,1.006468
28.1694,1.006024
28.1894,1.006386
28.2094,1.004852
28.2294,1.005735
28.2494,1.005311
